rk,school,league,str,ofs,dfs,sos
193,Georgia College,D2,-0.65,-0.34,0.31,0.33
194,Sacramento State,D1,-0.68,-0.33,0.34,0.59
195,UC San Diego,D2,-0.69,-0.35,0.34,0.31
196,University of North Georgia,D2,-0.72,-0.35,0.36,0.16
197,Valdosta State University,D2,-0.73,-0.36,0.37,0.35
198,University of New Orleans,D1,-0.73,-0.38,0.35,1.18
199,Montana State University-Bozeman,D1,-0.74,-0.37,0.38,0.76
200,IPFW,D1,-0.76,-0.38,0.39,0.36
201,Queens College (New York),D2,-0.77,-0.35,0.42,0.04
202,Boston University,D1,-0.77,-0.40,0.38,0.54
203,Univ. of Chicago,D3,-0.79,-0.39,0.40,0.14
204,Radford University,D1,-0.80,-0.40,0.40,0.43
205,Creighton University,D1,-0.80,-0.43,0.37,0.12
206,Duquesne University,D1,-0.82,-0.39,0.43,0.37
207,Washington University in St. Louis,D3,-0.82,-0.44,0.39,0.23
208,Stony Brook University,D1,-0.83,-0.43,0.40,0.27
209,GRU Augusta,D2,-0.84,-0.41,0.43,0.13
210,Georgetown University,D1,-0.86,-0.43,0.42,0.62
211,Southeastern Oklahoma State,D2,-0.87,-0.44,0.43,0.14
212,Univ. of Dayton,D1,-0.88,-0.43,0.45,0.41
213,Xavier University of Louisiana,NAIA,-0.88,-0.45,0.44,0.14
214,Drury University,D2,-0.90,-0.43,0.46,0.15
215,Palm Beach Atlantic (Fla.),D2,-0.93,-0.47,0.46,0.12
216,Embry-Riddle (Fla.),NAIA,-0.94,-0.46,0.48,0.15
217,Middlebury College,D3,-0.96,-0.49,0.47,0.16
218,Jacksonville State University,D1,-0.98,-0.48,0.50,0.70
219,Ouachita Baptist,D2,-0.98,-0.49,0.49,0.18
220,James Madison University,D1,-0.99,-0.50,0.49,0.46
221,Bowdoin College,D3,-1.00,-0.50,0.50,0.18
222,Saint Joseph's University,D1,-1.02,-0.51,0.51,0.33
223,Youngstown State University,D1,-1.03,-0.52,0.51,0.67
224,South Dakota State,D1,-1.04,-0.51,0.53,0.31
225,Carnegie Mellon University,D3,-1.04,-0.55,0.50,0.18
226,Azusa Pacific University,D2,-1.05,-0.52,0.53,0.27
227,"Southern Illinois, Edwardsville",D1,-1.06,-0.54,0.52,0.28
228,Brigham Young University Hawaii,D2,-1.07,-0.55,0.52,0.14
229,Chattanooga,D1,-1.08,-0.53,0.55,0.62
230,Bucknell University,D1,-1.09,-0.55,0.54,0.19
231,Bluefield State College,D2,-1.10,-0.54,0.56,0.10
232,Pomona-Pitzer Colleges,D3,-1.10,-0.54,0.56,0.18
233,Trinity University (Texas),D3,-1.10,-0.56,0.54,0.20
234,"Univ. of South Carolina, Aiken",D2,-1.10,-0.54,0.56,0.23
235,Vanguard University of Southern California,NAIA,-1.11,-0.54,0.57,0.22
236,Ferris State University,D2,-1.14,-0.56,0.57,0.15
237,Northwest Missouri State,D2,-1.16,-0.59,0.57,0.17
238,Univ. of Indianapolis,D2,-1.17,-0.57,0.59,0.18
239,Northern Kentucky University,D1,-1.18,-0.59,0.59,0.39
240,Quinnipiac University,D1,-1.19,-0.61,0.58,0.26
241,Westmont College,NAIA,-1.19,-0.59,0.61,0.16
242,University of Detroit Mercy,D1,-1.19,-0.60,0.60,0.53
243,Bryant University,D1,-1.21,-0.62,0.59,0.75
244,Williams College,D3,-1.22,-0.61,0.61,0.38
245,Bethune-Cookman University,D1,-1.23,-0.62,0.61,0.31
246,Southwest Baptist,D2,-1.26,-0.64,0.62,0.16
247,Amherst College,D3,-1.27,-0.64,0.63,0.25
248,Abilene Christian University,D1,-1.28,-0.65,0.63,0.57
249,Fairleigh Dickinson University,D1,-1.29,-0.66,0.63,0.47
250,IUPUI,D1,-1.30,-0.64,0.66,0.59
251,Queens Univ. of Charlotte,D2,-1.30,-0.64,0.66,0.11
252,Tusculum College,D2,-1.30,-0.65,0.65,0.07
253,Johns Hopkins University,D3,-1.31,-0.66,0.64,0.17
254,McKendree University (Ill.),D2,-1.31,-0.65,0.67,0.05
255,Northwood (Fla.),NAIA,-1.31,-0.66,0.65,0.10
256,Univ. of Redlands,D3,-1.31,-0.64,0.67,0.15
257,Univ. of Southern Indiana,D2,-1.33,-0.65,0.68,0.10
258,Univ. of Illinois at Chicago,D1,-1.33,-0.67,0.67,0.49
259,Oral Roberts University,D1,-1.34,-0.66,0.68,0.15
260,Wesleyan University,D3,-1.35,-0.69,0.66,0.27
261,Morehead State University,D1,-1.36,-0.68,0.68,0.82
262,Francis Marion University,D2,-1.36,-0.68,0.69,0.27
263,Wingate University,D2,-1.37,-0.68,0.69,0.15
264,Kenyon College,D3,-1.37,-0.70,0.66,0.16
265,Temple University,D1,-1.37,-0.70,0.67,0.22
266,Florida A&M University,D1,-1.37,-0.71,0.66,1.11
267,University of Mary Washington,D3,-1.38,-0.68,0.70,0.05
268,Whitman College,D3,-1.38,-0.70,0.68,0.09
269,Flagler (Fla.),D2,-1.39,-0.68,0.71,0.41
270,Drexel University,D1,-1.39,-0.70,0.69,0.25
271,Eastern Illinois University,D1,-1.40,-0.70,0.70,0.47
272,North Carolina Central University,D1,-1.40,-0.71,0.69,0.29
273,UC Riverside,D1,-1.44,-0.72,0.72,1.55
274,Northwood University (Mich.),D2,-1.47,-0.73,0.74,0.12
275,George Mason University,D1,-1.47,-0.74,0.73,0.28
276,Grand Valley State University,D2,-1.48,-0.73,0.74,0.09
277,Case Western Reserve University,D3,-1.49,-0.74,0.74,0.14
278,Gustavus Adolphus College,D3,-1.49,-0.73,0.76,0.07
279,Trinity College (Connecticut),D3,-1.49,-0.75,0.74,0.15
280,Florida Southern College,D2,-1.52,-0.77,0.75,0.26
281,Lehigh University,D1,-1.53,-0.76,0.77,0.31
282,University of Northwestern Ohio,NAIA,-1.54,-0.76,0.77,0.14
283,Point Loma Nazarene University (Calif.),D2,-1.55,-0.76,0.79,0.31
284,North Carolina Wesleyan,D3,-1.58,-0.81,0.77,0.05
285,Univ. of Nebraska at Kearney,D2,-1.58,-0.78,0.80,0.09
286,The University of Texas at Tyler,D3,-1.58,-0.80,0.78,0.03
287,Florida Tech,D2,-1.59,-0.81,0.78,0.16
288,Penn State Abington,D3,-1.59,-0.78,0.80,0.01
289,St. Francis Univ. (Pennsylvania),D1,-1.61,-0.80,0.81,0.22
290,Alcorn State University,D1,-1.62,-0.81,0.81,0.35
291,Wright State University,D1,-1.64,-0.81,0.83,0.21
292,Univ. of North Alabama,D2,-1.64,-0.80,0.84,0.09
293,Fairfield University,D1,-1.64,-0.80,0.84,0.21
294,Cameron University,D2,-1.67,-0.82,0.85,0.15
295,University of West Alabama,D2,-1.67,-0.85,0.82,0.10
296,"Anderson University, South Carolina",D2,-1.68,-0.83,0.85,0.09
297,Seattle University,D1,-1.70,-0.87,0.83,0.57
298,"Univ. of Missouri, St. Louis",D2,-1.72,-0.86,0.86,0.11
299,West Liberty University,D2,-1.74,-0.88,0.87,0.03
300,Tufts University,D3,-1.75,-0.86,0.89,0.17
301,Bates College,D3,-1.75,-0.87,0.88,0.16
302,Norfolk State University,D1,-1.75,-0.90,0.85,0.33
303,Skidmore College,D3,-1.76,-0.89,0.87,0.06
304,College of New Jersey,D3,-1.77,-0.87,0.90,0.03
305,Rockhurst University,D2,-1.80,-0.90,0.90,0.10
306,Villanova University,D1,-1.80,-0.91,0.89,0.54
307,Idaho State University,D1,-1.81,-0.90,0.91,0.62
308,East Central University (Oklahoma),D2,-1.81,-0.92,0.89,0.17
309,Stevens Institute of Technology,D3,-1.83,-0.92,0.91,0.15
310,Lewis University,D2,-1.84,-0.91,0.93,0.10
311,Wayne State (MI),D2,-1.84,-0.91,0.94,0.13
312,College of Coastal Georgia,NAIA,-1.85,-0.94,0.91,0.50
313,Young Harris College,D2,-1.85,-0.92,0.94,0.26
314,Concordia University (Irvine),NAIA,-1.86,-0.93,0.94,0.21
315,Coe College,D3,-1.87,-0.95,0.92,0.03
316,Holy Names University,D2,-1.87,-0.93,0.94,0.22
317,St. Bonaventure University,D1,-1.88,-0.94,0.94,0.43
318,San Diego Christian College,NAIA,-1.88,-0.94,0.94,0.08
319,Colgate University,D1,-1.89,-0.95,0.93,0.12
320,Saint Louis University,D1,-1.89,-0.93,0.96,0.18
321,Niagara University,D1,-1.90,-0.93,0.96,0.33
322,Limestone College,D2,-1.90,-0.94,0.95,0.12
323,"Univ. of Wisconsin, Whitewater",D3,-1.90,-0.95,0.96,0.07
324,Prairie View A&M University,D1,-1.93,-0.95,0.98,0.55
325,Newman University,D2,-1.93,-0.96,0.98,0.15
326,Mount St. Mary's University,D1,-1.94,-0.97,0.97,0.21
327,St. Mary's University (Texas),D2,-1.94,-0.97,0.97,0.15
328,Bethany College (Kan.),NAIA,-1.97,-0.97,1.00,0.02
329,Univ. of Alabama in Huntsville,D2,-1.97,-0.98,0.99,0.13
330,Univ. of Northern Colorado,D1,-1.98,-0.97,1.01,0.51
331,Olivet Nazarene (Ill.),NAIA,-1.98,-0.97,1.01,0.16
332,St. Cloud State University,D2,-1.98,-1.02,0.96,0.07
333,Bellarmine University,D2,-1.99,-1.00,1.00,0.09
334,Pfeiffer University,D2,-1.99,-0.99,1.01,0.07
335,Eckerd College,D2,-2.02,-0.99,1.03,0.17
336,Brandeis University,D3,-2.02,-1.01,1.01,0.16
337,Alabama State University,D1,-2.02,-1.01,1.00,0.26
338,Campbellsville University (Ky.),NAIA,-2.04,-1.03,1.00,0.07
339,St. Edward's University,D2,-2.04,-1.01,1.02,0.17
340,Univ. of Findlay,D2,-2.04,-1.02,1.01,0.08
341,Wagner College,D1,-2.04,-1.01,1.03,0.23
342,Ohio Dominican University,D2,-2.05,-1.03,1.02,0.08
343,Pacific University (Oregon),D3,-2.08,-1.05,1.03,0.05
344,DePauw University,D3,-2.08,-1.05,1.04,0.08
345,Middle Georgia State College,NAIA,-2.09,-1.05,1.05,0.10
346,Hofstra University,D1,-2.10,-1.03,1.07,0.32
347,The Citadel,D1,-2.11,-1.07,1.04,1.17
348,Portland State University,D1,-2.11,-1.05,1.05,0.53
349,Metropolitan State College of Denver,D2,-2.12,-1.06,1.06,0.08
350,Southeastern University,NAIA,-2.12,-1.05,1.07,0.04
351,UC Santa Cruz,D3,-2.13,-1.07,1.06,0.22
352,Indiana Wesleyan,NAIA,-2.17,-1.08,1.09,0.06
353,Eastern Washington University,D1,-2.17,-1.09,1.08,1.21
354,Delta State University,D2,-2.18,-1.10,1.08,0.15
355,Chicago State University,D1,-2.18,-1.09,1.09,0.25
356,Lindenwood (Mo.),D2,-2.19,-1.09,1.10,0.17
357,Emporia State University,D2,-2.19,-1.09,1.11,0.15
358,California Lutheran University,D3,-2.22,-1.10,1.12,0.12
359,University of Connecticut,D1,-2.24,-1.12,1.12,0.39
360,Washburn University,D2,-2.24,-1.12,1.12,0.14
361,Martin Methodist (Tenn.),NAIA,-2.24,-1.15,1.09,0.17
362,Carleton College,D3,-2.25,-1.13,1.12,0.02
363,Adelphi University,D2,-2.26,-1.12,1.14,0.06
364,Denison University,D3,-2.26,-1.16,1.10,0.08
365,Harding University,D2,-2.26,-1.15,1.11,0.07
366,University of Rochester,D3,-2.26,-1.13,1.13,0.07
367,Univ. of Charleston (West Virginia),D2,-2.28,-1.16,1.12,0.03
368,Cardinal Strich University,NAIA,-2.28,-1.14,1.14,0.11
369,McPherson College,NAIA,-2.30,-1.14,1.16,0.06
370,Shorter University,D2,-2.30,-1.15,1.14,0.35
371,Belhaven (Miss.),NAIA,-2.30,-1.16,1.14,0.02
372,Mars Hill University,D2,-2.31,-1.15,1.17,0.11
373,Morgan State University,D1,-2.32,-1.14,1.18,0.67
374,Univ. of North Dakota,D1,-2.33,-1.16,1.17,0.20
375,University of Hartford,D1,-2.33,-1.15,1.17,0.29
376,Colorado Mesa University,D2,-2.33,-1.20,1.13,0.08
377,Swarthmore College,D3,-2.33,-1.17,1.17,0.07
378,Lenoir-Rhyne University,D2,-2.33,-1.17,1.16,0.07
379,Lincoln Memorial University,D2,-2.34,-1.16,1.18,0.12
380,Christopher Newport University,D3,-2.35,-1.19,1.16,0.05
381,Sonoma State University,D2,-2.36,-1.19,1.17,0.30
382,Asbury (Ky.),NAIA,-2.36,-1.18,1.18,0.01
383,William Carey University,NAIA,-2.38,-1.23,1.16,0.17
384,Chapman University,D3,-2.39,-1.18,1.20,0.10
385,Babson College,D3,-2.39,-1.21,1.18,0.03
386,Sacred Heart University,D1,-2.40,-1.19,1.21,0.22
387,Univ. of the South,D3,-2.40,-1.22,1.18,0.05
388,Dalton State College,NAIA,-2.41,-1.26,1.16,0.33
389,Longwood University,D1,-2.43,-1.22,1.21,0.40
390,Lewis-Clark State College (Idaho),NAIA,-2.43,-1.22,1.21,0.21
391,Rensselaer Polytechnic Institute,D3,-2.43,-1.21,1.22,0.09
392,Univ. of St. Francis (Ill.),NAIA,-2.44,-1.22,1.22,0.05
393,Judson University,NAIA,-2.44,-1.22,1.22,0.00
394,Allegheny College,D3,-2.45,-1.25,1.19,0.02
395,University of Delaware,D1,-2.45,-1.22,1.23,0.32
396,Aquinas College (Mich),NAIA,-2.47,-1.26,1.21,0.09
397,Loyola College (Maryland),D1,-2.49,-1.23,1.26,0.32
398,Carson-Newman College,D2,-2.51,-1.24,1.26,0.07
399,Western New Mexico University,D2,-2.51,-1.29,1.22,0.13
400,Barton College (NC),D2,-2.51,-1.24,1.27,0.05
401,New York University,D3,-2.53,-1.25,1.27,0.07
402,Newberry College,D2,-2.54,-1.28,1.26,0.07
403,George Fox University,D3,-2.54,-1.27,1.27,0.03
404,Savannah College of Art & Design,NAIA,-2.54,-1.26,1.28,0.44
405,Catawba College,D2,-2.55,-1.28,1.27,0.07
406,Jackson State University,D1,-2.56,-1.28,1.28,1.25
407,Mercyhurst University,D2,-2.57,-1.27,1.29,0.03
408,McMurry University,D3,-2.57,-1.30,1.28,0.02
409,"Univ. of Wisconsin, La Crosse",D3,-2.59,-1.32,1.27,0.01
410,Edinboro University,D2,-2.63,-1.34,1.29,0.04
411,Lewis and Clark College (OR),D3,-2.64,-1.31,1.33,0.04
412,North Greenville University (S.C.),D2,-2.64,-1.31,1.33,0.10
413,Friends (Kan.),NAIA,-2.65,-1.31,1.34,0.02
414,Pikeville (Ky.),NAIA,-2.65,-1.30,1.36,0.04
415,American International College,D2,-2.65,-1.33,1.33,0.02
416,Maryville University of Saint Louis,D2,-2.65,-1.33,1.33,0.17
417,Concordia College,D2,-2.65,-1.33,1.33,0.50
418,Franklin Pierce College,D2,-2.65,-1.33,1.33,0.02
419,Dowling College,D2,-2.65,-1.33,1.33,0.05
420,St. Anselm College,D2,-2.65,-1.33,1.33,0.01
421,University of St. Thomas,D3,-2.66,-1.32,1.34,0.04
422,Kalamazoo College,D3,-2.67,-1.32,1.35,0.05
423,Wabash College,D3,-2.69,-1.35,1.34,0.03
424,West Virginia Wesleyan College,D2,-2.70,-1.36,1.34,0.04
425,Mississippi College,D2,-2.70,-1.34,1.36,0.10
426,Post University,D2,-2.71,-1.38,1.32,0.11
427,Coker College,D2,-2.72,-1.36,1.36,0.15
428,MIT,D3,-2.73,-1.34,1.39,0.07
429,Marian Univ. (Ind.),NAIA,-2.73,-1.38,1.35,0.06
430,Saint Joseph's College (IN),D2,-2.74,-1.40,1.34,0.03
431,Georgia Southwestern State,D2,-2.74,-1.36,1.38,0.35
432,Davenport University,NAIA,-2.74,-1.38,1.36,0.06
433,Chestnut Hill College,D2,-2.75,-1.38,1.37,0.11
434,Our Lady of the Lake University,NAIA,-2.77,-1.40,1.37,0.06
435,Biola University,NAIA,-2.77,-1.37,1.40,0.05
436,Walsh (Ohio),D2,-2.78,-1.40,1.38,0.12
437,Merrimack College,D2,-2.79,-1.39,1.39,0.12
438,St. Peter's University,D1,-2.79,-1.39,1.40,0.14
439,Wheaton College (Illinois),D3,-2.79,-1.42,1.37,0.03
440,Whitworth University,D3,-2.81,-1.39,1.42,0.07
441,Carthage College,D3,-2.82,-1.45,1.37,0.02
442,Oberlin College,D3,-2.82,-1.40,1.42,0.05
443,Cumberlands (Ky.),NAIA,-2.82,-1.41,1.42,0.21
444,Murray State University,D1,-2.83,-1.42,1.40,0.60
445,Lafayette College,D1,-2.83,-1.41,1.42,0.25
